instruct_text,rolePic,job,Q1,Q2,Q3,Q4,D1,D2,roleName,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,trials_11.thisRepN,trials_11.thisTrialN,trials_11.thisN,trials_11.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_12.thisRepN,trials_12.thisTrialN,trials_12.thisN,trials_12.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,key_resp_9.keys,key_resp_9.rt,key_resp_8.keys,key_resp_8.rt,key_resp_19.keys,key_resp_19.rt,key_resp_20.keys,key_resp_20.rt,key_resp_21.keys,key_resp_21.rt,key_resp_15.keys,key_resp_15.rt,key_resp_16.keys,key_resp_16.rt,key_resp_17.keys,key_resp_17.rt,key_resp_2.keys,key_resp_2.rt,key_resp_14.keys,key_resp_14.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_4.keys,key_resp_4.rt,key_resp_3.keys,key_resp_3.rt,key_resp_7.keys,key_resp_7.rt,participant,session,date,expName,psychopyVersion,frameRate,
2,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.9364014600032533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
"In the second part of the experiment, you will listen to 8 short stories. ",,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.887013356998068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,12.053576786998747,,,,,,,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
You will hear each sentence of the story played individually.,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.003238434997911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
"The sentence will play fully, and, when the sentence has finished playing, you will press a button to advance to the next sentence. ",,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.584374772999581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
"Before listening to each story, you will be assigned one of the eight perspectives to take on while listening to it. ",,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.853503520000231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
You'll be given a quiz before the story on the 4 questions associated with the assigned perspective. ,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.15109116199892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
You must pass this quiz to move onto the story. ,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.336593020001601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
3,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.8865094880020479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,9.203658237001946,,,,,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
"You'll be given a blank text box under the image, where you can type out all the details of the story you can remember. ",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.903755294999428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
There is a 5 minute time limit for recalling each story. ,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.31956052699752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
4,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.9530900999998266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
"In the fourth part of the experiment, you will be asked questions about each story. ",,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.5698581249998824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.120538609997311,,,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
You'll type your answers to the questions in a text box.,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.7700868469983106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
Questions?,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.817446370001562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
Let's begin Part 1!,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.5343469250001363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
The 8 perspectives are as follows:,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.553245015002176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
,jobphotos/matchmaker.jpg,Matchmaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.4365952599982847,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
,jobphotos/acem.jpg,Airport Customer Experience Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.7198827829997754,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
,jobphotos/gscem.jpg,"Grocery Store Customer Experience Manager
",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.7701618899991445,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
,jobphotos/weddingplanner.jpg,Wedding Planner,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.553074089999427,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
,jobphotos/dean.jpg,Dean of Academic Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.9530567119982152,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
,jobphotos/couples.jpeg,"Couples Therapist
",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.7697802319999028,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
,jobphotos/business_reporter.jpg,Business Reporter,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.9694967449977412,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
,jobphotos/restaurant_critic.jpg,Restaurant Critic,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.834202655001718,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
You’ll become acquainted with these perspectives more in the following quizzes where you’ll learn the 4 questions associated with each perspective. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,space,9.35379089199705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
"For each perspective, you'll go through all four questions in a sequence. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,space,4.669738944998244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
Then you'll get the quiz and indicate which questions you saw in the order in which they appeared in the sequence. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,space,6.736897884999053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
You'll indicate the question you select by pressing the number key corresponding to the number in front of the question. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,space,9.487571327001206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
"If you indicate the wrong question during the quiz, you'll get the questions presented in the correct order again and restart the quiz. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,space,6.687320147000719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
"After you've passed the quizzes for each perspective, you'll do all of the quizzes a final time but without seeing the correct order of the questions beforehand.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,space,8.536968979999074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
Press space to begin the quizzes!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,space,1.8363102920011443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
,jobphotos/couples.jpg,,For how long has the initiator of the breakup been thinking about breaking up with his/her partner?,"What is the initial reason stated by the initiator for why he/she is breaking up?
","Does the person who is being broken up with want to break up, and what’s the reason stated by the person being broken up with that he/she does or does not want to break up?
",Who wants what items back as a result of the breakup?,Does the person being broken up with expect that this is coming?,Who witnesses the breakup?,"Couples Therapist
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,13.653723982999509,space,7.936975614997209,space,7.637196094998217,space,10.671015045001695,space,5.453717914999288,space,4.635961141997541,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
,jobphotos/couples.jpg,,For how long has the initiator of the breakup been thinking about breaking up with his/her partner?,"What is the initial reason stated by the initiator for why he/she is breaking up?
","Does the person who is being broken up with want to break up, and what’s the reason stated by the person being broken up with that he/she does or does not want to break up?
",Who wants what items back as a result of the breakup?,Does the person being broken up with expect that this is coming?,Who witnesses the breakup?,"Couples Therapist
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
,jobphotos/acem.jpg,,"When the clients arrive at the airport, how much time do they have until their flight departs?
",What is the reason for the hold-up at security?,"Toward which gate are the clients walking?
","What section and seat does each client sit in on the plane?
",Are the security guards friendly or rude?,Are the airport restrooms clean?,Airport Customer Experience Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,26.704806550002104,space,6.1539306649974606,space,7.836951395001961,space,7.37023579200104,space,3.736416249998001,space,2.085994106997532,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
,jobphotos/acem.jpg,,"When the clients arrive at the airport, how much time do they have until their flight departs?
",What is the reason for the hold-up at security?,"Toward which gate are the clients walking?
","What section and seat does each client sit in on the plane?
",Are the security guards friendly or rude?,Are the airport restrooms clean?,Airport Customer Experience Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
,jobphotos/gscem.jpg,,"What is the grocery store like upon entering?
",What items do the clients pick out to buy?,"How many checkout lanes are open, and which one do the clients step into?
","How much are the groceries, and what method of payment do the clients use?
",How long does it take for the cashier to scan all of the customers’ groceries?,What type of grocery bags do the clients use?,"Grocery Store Customer Experience Manager
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.9198987599993416,space,4.351301562997833,space,5.3034797070031345,space,4.003346731999045,space,3.6699891699972795,space,1.3032597620003799,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
,jobphotos/gscem.jpg,,"What is the grocery store like upon entering?
",What items do the clients pick out to buy?,"How many checkout lanes are open, and which one do the clients step into?
","How much are the groceries, and what method of payment do the clients use?
",How long does it take for the cashier to scan all of the customers’ groceries?,What type of grocery bags do the clients use?,"Grocery Store Customer Experience Manager
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
,jobphotos/business_reporter.jpg,,What is each business person’s job title?,"How much money is at stake in the initial offer made?
",What is the name of the other industry competitor? ,With what gesture do the business partners secure the deal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.4533492000009574,space,4.919793662000302,space,5.1203901400003815,space,7.819559620998916,space,2.4702955930006283,space,0.8368236419992172,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
,jobphotos/business_reporter.jpg,,What is each business person’s job title?,"How much money is at stake in the initial offer made?
",What is the name of the other industry competitor? ,With what gesture do the business partners secure the deal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
,jobphotos/matchmaker.jpg,,What object is the initiator of the interaction holding when he/she first notices the other person?,What is the initial question that begins the conversation between the couple?,When will be the next time the couple meets and for what occasion?,"What time is it when the couple parts?
",Is the couple going to get married?,Who shows more interest?,Matchmaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.8674343719976605,space,17.220549721998395,space,4.119896385000175,space,4.520333896998636,space,2.619871934999537,space,0.950753215001896,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
,jobphotos/matchmaker.jpg,,What object is the initiator of the interaction holding when he/she first notices the other person?,What is the initial question that begins the conversation between the couple?,When will be the next time the couple meets and for what occasion?,"What time is it when the couple parts?
",Is the couple going to get married?,Who shows more interest?,Matchmaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
,jobphotos/dean.jpg,,"What is the lecture hall like?
","What class are the students in, and what is the day’s lecture about?
","What is something taught in lecture?
","What is the next assessment/assignment for the class, and when is it scheduled/due?",Are the students paying attention?,Are the desks comfortable?,Dean of Academic Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.067615897001815,space,3.6199530300000333,space,6.386684889999742,space,3.7702733049991366,space,3.5029916600033175,space,1.053099482000107,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
,jobphotos/dean.jpg,,"What is the lecture hall like?
","What class are the students in, and what is the day’s lecture about?
","What is something taught in lecture?
","What is the next assessment/assignment for the class, and when is it scheduled/due?",Are the students paying attention?,Are the desks comfortable?,Dean of Academic Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
,jobphotos/restaurant_critic.jpg,,How is the restaurant decorated?,What are the menus like?,"What does each client order?
",How do the clients like the food?,How old is the waiter?,What meal is being served?,Restaurant Critic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.819761588001711,space,3.3036241560002964,space,3.2366675270022824,space,2.4509534099997836,space,2.3860282200002985,space,0.9031369799995446,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
,jobphotos/restaurant_critic.jpg,,How is the restaurant decorated?,What are the menus like?,"What does each client order?
",How do the clients like the food?,How old is the waiter?,What meal is being served?,Restaurant Critic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
,jobphotos/weddingplanner.jpg,,For how long has the couple been dating?,"How many diamonds are on the ring, and what is the diamond color?","In/on what item is the ring presented?
","Who does the new fiancee text first?
",Is anyone taking pictures of the proposal?,How long does the proposal take?,Wedding Planner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.200781105002534,space,3.3868714070013084,space,3.9862426950021472,space,7.5202647330006585,space,7.353448136997031,space,0.6006258520028496,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
,jobphotos/weddingplanner.jpg,,For how long has the couple been dating?,"How many diamonds are on the ring, and what is the diamond color?","In/on what item is the ring presented?
","Who does the new fiancee text first?
",Is anyone taking pictures of the proposal?,How long does the proposal take?,Wedding Planner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082819_p1,001,2019_Aug_28_1219,part1_subjective_segmentation,3.0.4,59.95752728763163,
